작성시각(KST),댓글,좋아요,답글수,태도,관심사,집값전망,통장행동,comment_id
2026-09-13 17:02,"들고 있어라 납입 횟수 120회 넘으면 나중에 기금든든 대출 받을때 금리 할인된다.
연봉6000넘으면 안되는게 단점이지만",0,0,긍정,임대·대출우대 등 부가 기능,,유지,Ugw1eqOALgElaiRiGqN4AaABAg
2026-09-13 16:58,"20대 초반부터 달에 10만원씩 넣던거 30대중반 코로나시기 
5프로정도 수익으로 해지하고 미국주식으로 넘어가서 3배좀 넘게 불렸네요...
망할 청약통장",0,0,부정,대체 투자·낮은 금리,,해지,UgwDTtAYTrohJ-PL9_54AaABAg
2026-09-13 16:57,이 또한 쫘좡면 씨의 은혜겠지요..,0,0,해당 없음,,,,UgzYuRSD7pmATvZMGxl4AaABAg
2026-09-13 16:47,찢짜이밍이 쏘아올린 작은공,0,0,해당 없음,,,,Ugyfo7IoRhC9SlLuORN4AaABAg
2026-09-13 16:46,걍 대출 금리 낮춰주는 용도로만 유지 중임..,0,0,긍정,임대·대출우대 등 부가 기능,,유지,UgxMc2nsWdg0Iem_stt4AaABAg
2026-09-13 16:46,2군위 3순위는 절대안되고 무조건 1순위 이어야하는데 거기서도 경쟁 치열하지,0,0,부정,가점·당첨확률,,,Ugye-qtspv8Ji35wDhF4AaABAg
2026-09-13 16:41,당연하게  고분양가를 쟙이야 청약통장 가입 의미가 있은거 같아요 또한 50%는 청약통장만 있으면 무순위 당첨돼게 바꾸고,0,0,부정,"분양가·집값 부담, 제도 불공정",,,UgyoCF16l_Ue78PpVK14AaABAg
2026-09-13 16:38,하 난 안뽑았다,0,0,양가,가점·당첨확률,,,UgzWuXccUFk6iD8T5RN4AaABAg
2026-09-13 16:34,청약이 되도 살 능력이 안되니...,0,0,부정,분양가·집값 부담,,,UgzSma4V921_njmGZvh4AaABAg
2026-09-13 16:33,"기다리면 넘쳐나는 공급, 부족한 월급
굳이 살 이유도 없어지는 듯
새 아파트는 앞으로 수요보다 공급이 더 늘어날 것",0,0,부정,분양가·집값 부담,하락,,UgwkY9vrCbZwS_eZpEJ4AaABAg
2026-09-13 16:27,민주당의 배급견 만들기 착착 진행중,0,0,해당 없음,정부·정치 불신,,,UgxMLzkK37-8JPlYSNp4AaABAg
2026-09-13 16:26,역시 집값 떡상은 민주당이지~,0,0,해당 없음,"분양가·집값 부담, 정부·정치 불신",상승,,UgzkXkvblchaCQlEn8N4AaABAg
2026-09-13 15:55,"당첨되도 돈이 없고, 대출이 가능해도 부족하고, 당첨 가능성도 낮고.... 아무 의미가 없는데 유지할 필요가 있나?",0,0,부정,"분양가·집값 부담, 대출규제·자금조달, 가점·당첨확률",,,UgxMs6IFCX76jkwK7QN4AaABAg
2026-09-13 16:24,ㅋㅋㅋㅋㅋㅋㅋ청약은 무슨 시부래,0,0,해당 없음,,,,UgwC5HVpQudNAEaIMFJ4AaABAg
2026-09-13 16:23,진짜 너무 신혼부부 위주던데 1인가구는 해지하는게 당연하더군요 어휴,0,0,부정,제도 불공정,,해지,UgyFlLbETA8tGqt9sIN4AaABAg
2026-09-13 16:23,나도 걍 해지 해야것다~ ㅋㅋㅋ 의미없노~~,0,0,부정,,,해지,UgzSHSfCm0USFRPv6ft4AaABAg
2026-09-13 16:21,청약 당첨돼서 들어가는 경우는 .. 소득이 안잡히는 불법적인 일 하면 ㅋㅋㅋ;;,0,0,부정,"가점·당첨확률, 제도 불공정",,,Ugxvk0xCGU86dCqGQup4AaABAg
2026-09-13 16:16,혼자사는사람  나이들면  끝.,0,0,해당 없음,,,,Ugy6E4v6rQkqcKL8r6h4AaABAg
2026-09-13 16:15,"청약통장은 2만*61회 납입후 그냥 놔두고, 소득 자산 낮을때의 임대주택 지원 용도, 쓸모가 그거밖에 없음.
거기에 넣을 돈으로 투자 하는게 세제혜택보다 더 좋거든요.
학생 및 초년생분들 2만*61회만 넣고 임대주택 가점으로 쓰시면 됩니다. 더 넣지 말고요. 
청약은 포기하세요. 
청년은 저런거 당첨 불가고, 되어도 부모 도움 없으면 그 돈 마련못해요.",0,0,부정,"제도 불공정, 대체 투자·낮은 금리, 임대·대출우대 등 부가 기능",,해지,UgzXfTrLf3QLiUryUaZ4AaABAg
2026-09-13 16:10,10억을 대출받아서 값으라는게 말이 되는소리냐?,0,0,부정,"분양가·집값 부담, 대출규제·자금조달",,,Ugz9c9QxhEbVHCZSuGB4AaABAg
2026-09-13 16:06,미국 중국 일본 다 못믿는다 자주방어가 답,0,0,해당 없음,,,,UgwQ9hOfXAezJvyxXsJ4AaABAg
2026-09-13 16:03,찢재명구속,0,0,해당 없음,정부·정치 불신,,,UgzRsttjWZ2f1n3brIN4AaABAg
2026-09-13 16:00,거지같은 제도 폐지해라,0,0,부정,"제도 불공정, 정부·정치 불신",,,UgzIh5qRZHSrtsArpPp4AaABAg
2026-09-13 16:00,로또 되는게  빠르겠다 ... 당첨 되고 분양가에 대출에  일반인이 꿈도 못꾸것다...,0,0,부정,"분양가·집값 부담, 대출규제·자금조달",,,UgyItMuFOOHLsr_mT754AaABAg
2026-09-13 15:59,존나 의미없기때문,0,0,부정,,,,Ugy--WFgVsKboAUjVmx4AaABAg
2026-09-13 15:59,아무 의미없다 부양가족이나 가족이 없으면 헛소리하냐 혜택?ㅋㅋ 니들 다 가져라 혼자사는 사람들에게는 100년 뒤 이야기다,0,0,부정,제도 불공정,,,UgyCmKUuu7dF879qFZd4AaABAg
2026-09-13 15:57,광역시도 신축  8억부터시작 ㅋㅋㄱㅋㅋ,0,0,양가,분양가·집값 부담,,,UgzR9hMzeyGXj_q16kN4AaABAg
2026-09-13 15:57,시세차익 얻을만한 곳은 어차피 당첨확률이 적고 나머지는 오히려 감가가 생기는 시대임. 애매한 계륵이 되어버렸어,0,0,부정,"분양가·집값 부담, 가점·당첨확률",하락,,Ugyt6t7Sli_b6NNyPpp4AaABAg
2026-09-13 16:25,대구는 33평 신축 4억에 살수있고 25평은 3억에 살수가 있어서.. 궂이  청약을 안해도...신축들어감 ㅋㅋㅋㅋㅋ 집이 남아돈다,0,0,부정,"분양가·집값 부담, 수도권 집중·지방·인구",,,Ugy5JAyeV7Yf3ImaJGd4AaABAg
2026-09-15 20:42,청약 가지고 있어도 결혼안하면 겁나 의미도 없슴.. 그냥 주변 매매하는게 속편함,0,0,부정,제도 불공정,,,UgzWG7HJLT3zvy0e03p4AaABAg
2026-09-15 20:30,"민주당이  집권하면 , 5년후 반듯이 2배 뛴다 ㅡ집값",0,0,해당 없음,정부·정치 불신,상승,,Ugw4NQ0H_7XZ0-S2n4p4AaABAg
2026-09-15 20:24,이재명이 만든 세상,0,0,해당 없음,정부·정치 불신,,,UgzC5k4LACnIwFdEfZx4AaABAg
2026-09-15 20:17,"인플레라는 핑계가 너무 반가운 건설사들이 어쩔수 없이 분양가를 올렸다라고 온갖 가증스런 연기를 하고, 감독기관은 그들의 손을 들어주고 머를 받아 먹었는지...
한해에 평균 15퍼씩 올린다.

돈 있어도 안산다.",0,0,부정,"분양가·집값 부담, 제도 불공정",,,Ugxx-MlSGCou2yRTXGZ4AaABAg
2026-09-15 20:09,걍 적금 넣는다 생각하고 매달 25만원씩 자동 이체 해놓고 없는 돈이다 하는중ㅋㅋㅋㅋㅋ,0,0,양가,대체 투자·낮은 금리,,유지,Ugy5Oplb59pdlQDgveZ4AaABAg
2026-09-15 20:08,"점수가 1등급이떠도 결국 1인가구는 절대 당첨이 될 수 없음.
진짜 벼락맞을 확률로 당첨이 된다해도 돈이없음 ㅋ",0,0,부정,"가점·당첨확률, 제도 불공정",,,UgzuR7HmwWh8YTSDQy94AaABAg
2026-09-15 20:04,한달에 5만원 넣는거 그거 얼마나 된다고 해지를 하냐,0,0,양가,대체 투자·낮은 금리,,유지,UgyNbBi-usMaGVd_UJB4AaABAg
2026-09-15 20:04,"앞으로는, 집을 산다고해도 그집을 팔지를 못할듯하다. 신중해지거라! 인구소멸각이다. 나혼자산다. 큰집필요없다. 현찰가지고있으면서 혼자쓰고 저먼곳으로 가는게 좋을듯.",0,0,해당 없음,수도권 집중·지방·인구,하락,,UgwxCY2ws67ZhY4n-JN4AaABAg
2026-09-15 19:49,젊은 세대는 윗 세대 탓하면 좀 마음만 좀 편해짐?,0,2,해당 없음,정부·정치 불신,,,Ugx2WV-VJlLDQvvFjrJ4AaABAg
2026-09-15 19:48,"30대때는 모르지 사십 되가니까 온몸이 아프고 일하기 싫다 ㅜㅜ 그 빚 갚느라고 허리 휘느니 님들 많이 가져라❤ 난 진짜 포기
나는 미분양 주웠다가 포기함
지금 생각해보니 잘했음 구축적당한거 사서
복세편살 할래~~~ 다시 복세편살
욜로의 시대가 오기르를!!! 
여행다니고 맛집 다니고 즐기며 삽세",0,0,해당 없음,정부·정치 불신,,,UgwpiTlYly8hoIATryx4AaABAg
2026-09-15 19:43,당첨되도 개똥위치 제일핫바리집준다,0,0,부정,가점·당첨확률,,,UgydX9ZpaGFZuwjCNQh4AaABAg
2026-09-15 19:35,이재명이 꿈꾸던 세상,0,0,해당 없음,정부·정치 불신,,,UgyII29hNbzc9cRXhkh4AaABAg
2026-09-15 19:35,"신혼부부건 부양가족많던 한쪽만 혜택있으면 당연히 다른쪽은 할 필요가 없어지지
요즘 미국채 이자도 5%주는데 굳이",0,0,부정,제도 불공정,,,UgxSt9eUMWhVbTLWcdV4AaABAg
2026-09-15 19:34,청약통장은 적금 및 연말소득공제용으로나 사용한다 생각하고 두는게 나을듯..,0,0,양가,"대체 투자·낮은 금리, 임대·대출우대 등 부가 기능",,,UgweTAb4RNDT6D10wz94AaABAg
2026-09-13 08:22,결혼도 안하는데 집은 무슨...,0,0,해당 없음,,,,Ugz0jKe4eNy4OdPU3et4AaABAg
2026-09-15 19:24,국민이 선택한 사회주의,0,0,해당 없음,,,,UgyYmF780A-KBbpy0AV4AaABAg
2026-09-15 19:18,전부 청약깨고 미장으로 갑시다욧!!!!!,0,0,긍정,,,해지,UgyYC_mZGTqP_Fu7u0t4AaABAg
2026-09-15 19:13,"청약 당첨 되도 계약금 몇 천만원, 중도금 몇 억은 현금으로 가지고 있어야함. 
청약 당첨 된다고 집을 공짜로 주는게 아님.",0,0,부정,"분양가·집값 부담, 가점·당첨확률",,,UgyGu_15p-_VVtCSW754AaABAg
2026-09-15 19:12,"난 아직 가지고 있음. 부동산은 돌고 돌아요. 나중에 또 어떻게 될지는 모름. 
그런데 난 아파트보다 주택이나 상가주택을 선호해서.....",0,0,양가,,,유지,UgywOvAJuaXX4TnZAjZ4AaABAg
2026-09-15 19:09,나도 이번달에 걍 해지했음. 카톡으로 1순위 청약 추려서 오는거 보면... 분양가가 4억5억... 뭐 아무것도 안되는구나 해서 해지하고 치킨먹음,0,0,부정,"분양가·집값 부담, 가점·당첨확률",,해지,UgyxCMS-3qyLZLyhNB54AaABAg
2026-09-15 19:07,"대출 다 막아두고 집값은 올려놓으니까 지금 기준이 쓸모가 없음
이러니 경험해보지 못 한 나라라는 말을 했구나",0,0,부정,"분양가·집값 부담, 대출규제·자금조달, 정부·정치 불신",,,UgxBc2er_uCGgr5g6Td4AaABAg
2026-09-15 18:57,"가장 중요한건 당첨이 되고 말고가아니라 집을 살돈이 없다는거임 20,30 빡세게 모아도 1~2억 정도 일텐데 대출껴도 나한테 3~4억 또는 그이상이 있어야 되니 못먹는감 그냥 안쳐다보는게 나을지경",0,0,부정,"분양가·집값 부담, 대출규제·자금조달, 가점·당첨확률",,,UgwsqCozHMJlYZNW40J4AaABAg
2026-09-15 18:51,마지막부분 보니까 개미들 돈 긁어모아서 있는 사람들 대출 해주고 외제차 타는 사람들이 임대아파트 들어가고 하는데 돈 대주고 했다는걸 잘알겠구만,0,0,부정,"대출규제·자금조달, 제도 불공정",,,UgwC7fsA2swqtc35P5h4AaABAg
2026-09-15 18:50,걸려도 돈이 없는걸 머....,0,0,부정,분양가·집값 부담,,,Ugxgq4zo1vrdvu3Ejih4AaABAg
2026-09-15 18:47,20대초에 한 5년넣고 10년간 잊고 있다가 얼마전에 걍 해지했는데 이자쌓여서 용돈 낭낭하게 씀,0,0,부정,대체 투자·낮은 금리,,해지,UgxSu9gXfd9iK_KyjvF4AaABAg
2026-09-15 18:45,분양 줬다는 수치가 있어야 건물을 더 지을 수 있을테니...,0,0,양가,,,,Ugzp65RrvHHah9URnct4AaABAg
2026-09-15 18:44,초기금 중도금 상환이 불가능한 청약 ㅋㅋㅋㅋ 에휴,0,0,부정,"분양가·집값 부담, 대출규제·자금조달",,,UgwCaggbfiLxQ48Uyhx4AaABAg
2026-09-15 18:42,참 .... 전문가 집단 인터뷰 봐라,0,0,해당 없음,,,,UgxPqvBGUsefQHj-wnN4AaABAg
2026-09-15 18:21,원래 청약통장 목적이 계약금 내라고 만든거라 못해도 청약자격을 3천만원 정도로 올려야됨.,0,0,양가,"제도 불공정, 임대·대출우대 등 부가 기능",,,Ugw0uMO3rqVAUBiQClZ4AaABAg
2026-09-15 19:29,기성세대들이 집값 ㅈㄴ게 올려놔서 당첨돼봤자 대출을 어마어마하게 받아야함. 근데 대출도 막는다며?,0,0,부정,"분양가·집값 부담, 대출규제·자금조달",,,Ugxvn7YLYQq1Fuw8TQ94AaABAg
2026-09-16 13:28,"정부가 시장에 개입하는 순간 망한거임
대한민국에 부동산 시장은 단순하게 첫발을 내딛는게 힘들다가 아니라
그만큼의 가치가 있기에 모두가 들어오고 싶어했던 시장이라는게 큰데

정부가 첫발을 내딛게 해주려고 가치를 낮춰버리니
상품에 메리트가 사라져 버렸음

내집마련이라는 단어가 어느새 꿈보다는 족쇄가 되어 버리니 에휴 등X 같으니",0,0,해당 없음,정부·정치 불신,하락,,UgxHKeiKTgnRMh5o-DB4AaABAg
2026-09-16 12:52,"14억짜리 계산해봤는데
중소기업 부부가 애도 안낳고 밥도 안먹고 여행도 안가고 돈만 모아야 14억 생기더라..
암만 대출 도움을 받는다고 하지만...",0,0,부정,"분양가·집값 부담, 대출규제·자금조달",하락,,UgxmR6iZDPueuHEhvDV4AaABAg
2026-09-16 12:12,"신한은 내돈인데 대출방식도 참 희한하게 불편하게해둠.
아파트당첨은 운이후 이야기고 그사이 대출도 불편한데 유지하겠나",0,0,양가,"대출규제·자금조달, 임대·대출우대 등 부가 기능",,유지,Ugz8cysLQ63z6-p543J4AaABAg
2026-09-16 11:48,난 아직 해지는 안하고 있긴한데 진짜 필요없는거같긴함ㅋㅋ,0,0,양가,대체 투자·낮은 금리,,해지,UgzEFAY-LTXwdbHwUx14AaABAg
2026-09-16 11:10,"청약이 무조건 2030, 3040, 4050 으로 나눠져야 함.
아파트 가격, 평수, 등등 으로 세분화 해서 그 세대에 맞는 청약 시스템으로 바껴야 함.
2030이 서울에 84타입으로 당첨되도 그거 살수 있는 정상적인 2030이 어디있냐
나도 2030인데 그냥 59타입이면 만족한다.
왜 다들 84타입으로 아파트 사서 결혼해야 되는거냐(물론 남녀 둘중 하나가 서울 84타입 아파트 아니면 안된다고 할 수 도 있지만, 현실적으로 2030은 불가능이다.)
20대는 15평, 4억 이내.
30대는 25평, 6억 이내. 청약 만들어주면 좋겠다.
2030  가점으로 84타입 불가능이다.",0,0,양가,분양가·집값 부담,,유지,UgwnMCP1zcgrv5hsq7F4AaABAg
2026-09-16 11:04,"나 20대 500만원 모으는게 목표 였는데 왜 맨날 2030 정책만 있는겨
요즘 청년들은 몇 억씩 있나 보네",0,0,양가,분양가·집값 부담,,,UgziyaL106IP6KDMo8B4AaABAg
2026-09-16 10:29,22년에 청약 막차타서 정말다행… 워 간이 서늘하네,0,0,긍정,가점·당첨확률,상승,유지,UgyKUZ-65LqLww-hm_l4AaABAg
2026-09-16 09:14,그냥 이재명의 한계임 ㅋㅋㅋㅋ,0,0,해당 없음,정부·정치 불신,,,Ugw73LwDIuKEmUWEn0p4AaABAg
2026-09-16 08:12,집값이 이미 감당이 안됨 청약따위로 어떻게 해볼수 있는 단계가 아닌 거. 부동산은 잡아야 하는데 부동산으로 돈벌겠다는 사람은 많으니 내 집값떨어지는건 못보겠으니 집값은 한없이 올라가고 감당이 안되는 수준까지 온거.,0,0,부정,"분양가·집값 부담, 정부·정치 불신",상승,,UgwL0yX6dKqVJ2RzOKF4AaABAg
2026-09-16 08:07,된다해도 무리하게 지르는 순간 노예확정~,0,0,부정,,,,UgyMy6hY9xVgPylbauR4AaABAg
2026-09-16 07:52,해지하고 꺼져주면 나야 고맙지 ㅋㅋㅋ,0,0,부정,,,해지,UgzowsmcfqmAbBmnA-N4AaABAg
2026-09-16 07:52,"30년된 아파트 1채 사는데
100억 200억 하면 웃기겠다ㅋ",0,0,부정,분양가·집값 부담,,,UgzJ9ILUoEO_K4677Oh4AaABAg
2026-09-16 07:19,"동대문구 청량리 사는데 건너편달동네
재개발로 롯데캐슬 8동 지었는데
32평 분양가 13억ㅋㅋㅋ
시바ㅋㅋ어떻게 들어가는데
20 30대가 40대는 가능하고?",0,0,양가,"분양가·집값 부담, 가점·당첨확률",,,UgwV2fdSpDCgA1wyUzR4AaABAg
2026-09-16 06:34,진짜 이 정부는 얼마나 빠른속도로 나라를 박살내는거,0,0,해당 없음,정부·정치 불신,,,UgwvF5zJcs2Le74hUO94AaABAg
2026-09-15 20:46,청약통장 의미없음..청약점수 의미도 없음..,0,0,부정,제도 불공정,,,Ugx8PjGFXZPSpn6XFKp4AaABAg
2026-09-16 03:02,"그럼에도 들고 있는 이유

-현재 이거 깰 정도로 생활이 크게 궁핍하거나 현금 필요할 일 없음
-청약통장이 집 살 때만 쓰는 게 아님
-앞으로 가입자 이탈이 가속화되면 대응 차원에서 어떻게 혜택이 또 바뀔지 모름",0,0,긍정,임대·대출우대 등 부가 기능,,유지,UgxeTjxkytG2PiwIOgZ4AaABAg
2026-09-16 02:32,대통령 효과 ㅋㅋㅋ 소름돋는건 인제 1년 좀 넘었다 ㅋㅋㅋ 앞으로 얼마나 더 말아 먹을지...,0,0,해당 없음,정부·정치 불신,,,UgwlqrOuNpfa1dFpEH94AaABAg
2026-09-16 02:29,대출 제한때문에 청약을 집값 싼집에만 넣어야됨 ㅋㅋ 청약을 왜함 그럴거면 ㅋㅋ,0,0,부정,"분양가·집값 부담, 대출규제·자금조달",,,Ugx1uoYC328taOrmIYR4AaABAg
2026-09-16 01:33,😊,0,0,해당 없음,,,,Ugw9i0pszBQXsIqxyc94AaABAg
2026-09-16 01:02,그래도 가지고 있어야한다고 생각하는사람들은 참.....,0,0,긍정,,,유지,UgwhAdD3BcsnHS5IJL14AaABAg
2026-09-16 00:58,청약해봐야순위꼴찌인데 뭐따러함 이자도안주는데 ㅋㅋㅋㅋ,0,0,부정,"가점·당첨확률, 대체 투자·낮은 금리",,,UgwvLsc3CuSIRobo61V4AaABAg
2026-09-16 00:33,미친 부동산의 나라 . .. .돈이 다 저기에 쳐 박혀있으니  경기가 이 모양이지,0,0,해당 없음,정부·정치 불신,,,UgyNwJebt73Z8GrecM14AaABAg
2026-09-15 23:47,더불어근저당 때분에 부동산 가격이 미친듯이 오르긴함,0,0,해당 없음,분양가·집값 부담,상승,,Ugw3Wfy8IBn3nyyl_IZ4AaABAg
2026-09-15 23:09,당첨되어도 순살치킨 아파트잖아,0,0,부정,신축 품질·하자,,,UgwHO3W42deXyrp68AV4AaABAg
2026-09-15 22:57,당첨되도 영끌해야 하는 리스크 누가 요즘 그런 리스크 끌어앉고 삽니까 금융투자 주식이나 주식이나 주식이나 미친놈들은 코인해서 끝과 끝을 보지 성실하게 모아서 저축 투자? ㅈㄹ을 ㅋㅋㅋㅋㅋㅋㅋ,0,0,부정,"대출규제·자금조달, 대체 투자·낮은 금리",,,Ugyh2ECKoVAh7GD7mMx4AaABAg
2026-09-15 22:56,유명무실 딱 네글자로...,0,0,부정,제도 불공정,,,UgySsVIsogP81tYbK2B4AaABAg
2026-09-15 22:39,비과세 에 이율도 젤 높을텐데 왜 깨지....?,0,0,양가,"대체 투자·낮은 금리, 임대·대출우대 등 부가 기능",,,Ugy-bZVGBBu7Ga_MEt94AaABAg
2026-09-15 22:27,난 그냥 달 2만원 짜리 적금이라 생각하고 냅둠 ㅋㅋ,0,1,양가,대체 투자·낮은 금리,,유지,Ugz2vFOfRI1iVG6NGSx4AaABAg
2026-09-15 21:35,연봉 1억 이하는 대출도 안되고 내집마련은 고사하고 사기 우려때문에 전셋집도 못얻어 고시원에 처박혀 살게되는 사회를 만들어놓고 집값은 못잡아서 근처 아파트 죄다 5억은 족히 넘는데 이제 막 최저시급이라도 받으면 감사한 청년들은 대다수ㅋㅋ,0,0,부정,"분양가·집값 부담, 대출규제·자금조달",,,UgztpzSBI55Fn1v4gch4AaABAg
2026-09-16 04:28,"내가 이래서 진작 안함 ㅋㅋㅋ 
뻔히 보이거든",0,0,해당 없음,,,,Ugzx2779LpbsMO5nPbd4AaABAg
2026-09-15 16:10,애초에 현금 갖고 있어야하고 대출 해봐야 연예인 비례해서 나오지도 않는데 청년한테 청약 가입 강조하면서 그 돈 모아서 이자 불리는 은행과 정책이 문제인거지,0,0,부정,"대출규제·자금조달, 제도 불공정, 대체 투자·낮은 금리",,,UgwRTd3gD6eqpTTrSKl4AaABAg
2026-09-15 16:09,"교육이든 정책이든
통제와 압박은 당장 눈 앞에 결과가 바뀌기는거 같지만 시간이 지나면 지날수록 큰 화로 되돌아온다",0,0,해당 없음,정부·정치 불신,,,UgwPr1dTm1TXaks3kt54AaABAg
2026-09-15 16:01,투자가아니라 거주목적인데도 당첨되면 못삼…,0,0,부정,가점·당첨확률,,,UgyFgzUXXd0GUa3sziJ4AaABAg
2026-09-15 15:54,근데 임대주택에 청약통장 납부기한이 가산점이긴한데,0,0,양가,임대·대출우대 등 부가 기능,,,UgzaUbXzrJA3jx__sjd4AaABAg
2026-09-15 15:52,정치인들이 다 해쳐먹음 끝,0,0,해당 없음,정부·정치 불신,,,UgzZokLYAB9u4S9KYM54AaABAg
2026-09-15 15:47,이런거 보고 해지하는 사람들보다 우위에 서려면 그냥 갖고 있어야겠다,0,0,긍정,임대·대출우대 등 부가 기능,,유지,UgyFNd7EOF8KVvpwl5t4AaABAg
2026-09-15 15:41,ㅋㅋ 정책은 바뀌기 마련인데 성급하네,0,0,양가,정부·정치 불신,,,UgwwX5bWe3SFDzWRMlx4AaABAg
2026-09-15 15:33,이제 사다리 끊김,0,0,해당 없음,정부·정치 불신,,,Ugz48h2rjaCe5Bgj3ed4AaABAg
2026-09-15 15:21,"청약되도 주담대 대출 다처막았는데
청약은 무슨 ㅋㅋ",0,0,부정,"대출규제·자금조달, 가점·당첨확률",,,UgxIsxSrwSNAPM0Y59d4AaABAg
2026-09-15 15:17,분양 전환 되는 임대 아파트 청약 통장으로 당첨되어서 어떻게든 대출받고 퇴직금까지 땡겨받아 6년차에 조기분양 받았는데 임대 살 때보다 가난해짐. 우리집만 생각하면 내 집이다 해서 희망 가지고 살겠지만 주변 이웃들 임대 유지하는 사람들보면 여행도 다니고 더 풍족하게 잘 살음... 결과적으로 내 집 마련했다는 안정감보다 임대 주택 임차인으로 사는 복지가 안정감이 더 큰 상태,0,0,부정,"분양가·집값 부담, 대출규제·자금조달, 제도 불공정",,,UgxyWzO-rpzhyuHRUXx4AaABAg
2026-09-15 15:12,애초에 하는거 자체가 이해가 안됐음 이거할빠에 냉정하게 은행 예금이 나음 친구들한테 다말렸는데,0,0,부정,대체 투자·낮은 금리,,,Ugzcp9_SnkVyV8D7gGh4AaABAg
2026-09-15 15:04,"나만 깬게 아니구나,,",0,0,양가,,,,Ugx31EsD7_iNBq3oTSN4AaABAg
2026-09-15 15:00,저도 천만원이 넘는 돈이 청약통장에 묶여 있는데 1인가구고 앞으로도 그럴 가능성이 높은지라 고민중이네요. 서울은 아닐지라도 경기도권내에서 보고 있는데 입지가 괜찮은 곳은 분양가가 천정부지라 어려울거 같고 이러면 일하기 어려운 나이가 되면 현금성 자본으로 주식이나 채권등으로 배당 혹은 이자소득으로 생활을 꾸리는 형태로 나가면서 집은 지방 광역시에 저렴한 것으로 매수하는게 낫지 않나 싶기도 합니다. 저런 신축이 되더라도 결국 20~30년 금리 3~7%로 매월 족쇄를 찬체 살아야 하는데 40세에 청약이 되었다고 한들 최소 20년이면 60세 즉 은퇴할때까지 갚아나가야 한다는 이야기니 그게 맞는지 모르겠네요. 서민이면 오히려 주거지에 대한 비용을 줄이고 노후를 대비해서 금융소득을 만드는게 맞다고 생각이 듭니다.,0,0,양가,"분양가·집값 부담, 대출규제·자금조달, 대체 투자·낮은 금리, 임대·대출우대 등 부가 기능",,,UgxK2sFQ1xhfFAtTVaR4AaABAg
2026-09-15 14:57,그냥 소액 적금든다 생각하고 놔둔다,0,0,양가,대체 투자·낮은 금리,,유지,UgwYuQTKAUxWkYixP-94AaABAg
2026-09-15 18:18,집없는 징징이들 많네 ㅋㅋ 여기서 징징거려봤자 뭐하냐,0,0,해당 없음,,,,UgzN2KlLGU4W9r91zcZ4AaABAg
2026-09-15 14:49,이재명정부의 부동산 완화정책 실패때문임,0,0,부정,정부·정치 불신,,,UgyL2z2GCxfgQifZ6W94AaABAg
2026-09-15 14:49,당장 원룸 월세 내는 걸로도 빠듯한데 청약을 어떻게 해...,0,0,부정,"분양가·집값 부담, 대출규제·자금조달",,,UgzFadQSACMqLhHqqNp4AaABAg
2026-09-15 14:49,ㅈ도쓸모없어진 정책ㅋㅋ,0,0,부정,,,,UgyvkMi7oOt7wt7hLzx4AaABAg
2026-09-15 14:48,청약을 왜하냐? 로또에 남의 배 불려주는 일을 주식에나 투자해라 미국 snp500에 계속 짱박아라 어차피 결혼도 안하고 혼자 살건데 미래를 설계해야지,0,0,부정,대체 투자·낮은 금리,,해지,UgxlKQ6vcaT2ZboxwR94AaABAg
2026-09-15 14:48,"청년층은 당첨돼봐야 들어가서 살지를 못하는데 굳이?ㅋㅋㅋ
40대 이상을 위한 복권인듯",0,0,부정,,,,UgxMmW-UR0WcrN4Q2uN4AaABAg
2026-09-15 14:48,집사면 개 역적 취급하는 나라에서 ㅋㅋ 청약통장의 가치란,0,0,해당 없음,,,,Ugxwk9OfUDjnrpss6FR4AaABAg
2026-09-15 14:46,"잼버리, 섬박람회 이런것만 안해도 좋을듯. 다 청년탓을 할 필요는 없지",0,0,해당 없음,정부·정치 불신,,,UgzdRUwHi7Oo-D6uLeJ4AaABAg
2026-09-15 14:45,당첨되도 돈이 부족해요 대출해도 부족하고 대출한다해도 이자값이 너무 높구요 당연히 포기하죠 부모빽없이는 못사요,0,0,부정,"분양가·집값 부담, 대출규제·자금조달",,해지,UgyC85-rjLpwOYocQuF4AaABAg
2026-09-15 14:44,타먹는 사람은 더 돈도 많고 꼼수로 먼저 타먹는,0,0,부정,제도 불공정,,,Ugw9-Lc1ZqjWARSNc8x4AaABAg
2026-09-15 14:42,"청약되도 살 돈도 없고, 순살아파트로 불안하고, 대출로 들어간다 해도 이자보다 월세가 싸고, 1인가구라 점수도 제대로 못 받아서 확률도 떨어지고,
월 25만원으로 올려버리니 목돈을 계속 묶어 두는 것보다 혼자 가는 인생, 하고 싶은거에 쓰거나 다른 곳에 투자하는게 더 낫다고 생각해서 해지했지....",0,0,부정,"분양가·집값 부담, 대출규제·자금조달, 가점·당첨확률, 제도 불공정, 대체 투자·낮은 금리, 신축 품질·하자",,해지,UgwOrBPv8aTQ6ZaVgkd4AaABAg
2026-09-15 14:42,2년전에 인천 청약당첨됬는데 너무 비싸서 포기....지금 시세보니까 분양가에서 30% 집값 떨어져서 무리해서 안산게 다행이었음,0,0,부정,분양가·집값 부담,하락,해지,UgxBauQE-Dqa-BJ8x5N4AaABAg
